"country_name","windowsize","bandwidth","nr_arcoefs","nr_macoefs","arima_convergence_warning","variance_tau","variance_first_diff_tau","autocovariance_tau","autocorrelation_tau","decay_time_tau","mean_tau","index_of_dispersion_tau","coefficient_of_variation_tau","skewness_tau","kurtosis_tau","variance_pvalue","variance_first_diff_pvalue","autocovariance_pvalue","autocorrelation_pvalue","decay_time_pvalue","mean_pvalue","index_of_dispersion_pvalue","coefficient_of_variation_pvalue","skewness_pvalue","kurtosis_pvalue","variance_pvalue_abs","variance_first_diff_pvalue_abs","autocovariance_pvalue_abs","autocorrelation_pvalue_abs","decay_time_pvalue_abs","mean_pvalue_abs","index_of_dispersion_pvalue_abs","coefficient_of_variation_pvalue_abs","skewness_pvalue_abs","kurtosis_pvalue_abs","backward_only","cut_first_window"
"Hungary",15,20,1,4,1,-0.867,0.086,0.057,0.181,0.203,-0.952,-0.714,-0.381,-0.229,-0.133,0.992,0.236,0.504,0.442,0.44,0.992,0.966,0.81,0.638,0.576,0.02,0.72,0.94,0.814,0.805,0.01,0.072,0.366,0.782,0.834,TRUE,TRUE
"Ireland",15,20,3,2,0,-0.539,0.119,-0.58,-0.473,-0.473,-0.272,-0.473,-0.382,0.778,0.488,0.942,0.08,0.96,0.902,0.914,0.724,0.968,0.932,0.006,0.044,0.178,0.31,0.14,0.266,0.265,0.674,0.072,0.154,0.012,0.168,TRUE,TRUE
"Italy",15,20,4,4,1,-0.434,0.216,-0.078,0.046,0.045,-0.35,-0.4,-0.24,0.582,-0.032,0.926,0,0.612,0.446,0.448,0.698,0.898,0.794,0.02,0.476,0.214,0,0.846,0.884,0.888,0.568,0.196,0.448,0.032,0.916,TRUE,TRUE
"Latvia",15,20,2,1,1,-0.516,-0.116,0.779,0.821,0.844,-0.851,0.579,0.716,0.168,-0.589,0.842,0.668,0.03,0.006,0.002,1,0.002,0,0.426,0.832,0.468,0.57,0.072,0.03,0.016,0,0.006,0,0.814,0.264,TRUE,TRUE
"Lithuania",15,20,1,1,1,-0.818,-0.303,-0.273,0,0,-0.939,0.303,0.545,0.03,0.152,0.99,0.874,0.664,0.524,0.529,0.992,0.256,0.128,0.504,0.382,0.122,0.196,0.722,1,1,0.03,0.502,0.222,0.988,0.868,TRUE,TRUE
"Luxembourg",15,20,5,4,1,-0.946,0.238,-0.792,-0.191,-0.191,-0.946,-0.774,-0.069,0.085,0.329,1,0,0.998,0.648,0.64,1,0.998,0.556,0.454,0.14,0,0,0.002,0.646,0.65,0,0.006,0.826,0.826,0.31,TRUE,TRUE
"Malta",15,20,1,1,1,-0.56,-0.187,-0.648,-0.582,-0.648,-0.833,-0.429,-0.165,-0.67,-0.868,0.892,0.756,0.87,0.808,0.846,0.94,0.838,0.672,0.85,0.984,0.382,0.382,0.316,0.418,0.31,0.116,0.348,0.688,0.328,0.036,TRUE,TRUE
"Netherlands",15,20,1,1,1,-0.297,-0.516,-0.209,-0.165,-0.165,-1,0.495,0.868,-0.209,0.209,0.746,0.99,0.658,0.596,0.594,1,0.144,0.018,0.588,0.314,0.74,0.012,0.864,0.842,0.844,0.004,0.306,0.03,0.832,0.76,TRUE,TRUE
"Poland",15,20,1,1,1,-0.724,-0.076,-0.781,-0.619,-0.619,-0.476,-0.571,-0.381,0.39,0.638,0.974,0.52,0.986,0.88,0.873,0.684,0.918,0.846,0.294,0.088,0.188,0.714,0.098,0.28,0.291,0.614,0.162,0.312,0.618,0.208,TRUE,TRUE
"Portugal",15,20,2,2,0,-0.625,-0.385,-0.274,0.545,0.545,-0.84,-0.262,-0.022,-0.52,0.526,0.912,0.992,0.678,0.198,0.224,0.966,0.788,0.522,0.842,0.122,0.24,0.01,0.73,0.368,0.398,0.068,0.408,0.968,0.338,0.3,TRUE,TRUE
"Romania",15,20,1,4,1,-0.295,-0.143,0.143,0.276,0.276,-0.905,0.257,0.6,-0.2,0.219,0.678,0.682,0.406,0.314,0.322,1,0.174,0.012,0.65,0.354,0.726,0.51,0.886,0.754,0.761,0,0.368,0.032,0.722,0.774,TRUE,TRUE
"Slovakia",15,20,1,2,1,-0.857,0.181,-0.641,-0.213,-0.213,-0.916,-0.619,0.711,0.114,-0.308,0.998,0.06,0.958,0.676,0.678,0.998,0.99,0,0.432,0.748,0.008,0.224,0.112,0.696,0.694,0.006,0.01,0.002,0.838,0.488,TRUE,TRUE
"Slovenia",15,20,1,1,1,-0.619,0.291,-0.868,-0.494,-0.494,-0.415,-0.23,0.226,0.761,0.237,0.974,0.006,1,0.876,0.866,0.632,0.73,0.318,0.036,0.268,0.13,0.034,0,0.324,0.341,0.694,0.578,0.594,0.066,0.59,TRUE,TRUE
"Sweden",15,20,1,3,1,-0.352,-0.314,-0.067,0.79,0.79,-1,0.771,0.981,-0.448,0.219,0.802,0.806,0.644,0.096,0.092,1,0.064,0.008,0.68,0.304,0.704,0.278,0.956,0.188,0.184,0.022,0.122,0.014,0.658,0.756,TRUE,TRUE
"United Kingdom",15,20,5,2,1,-0.064,0.143,-0.384,-0.488,-0.488,-0.217,0.108,0.246,0.837,-0.67,0.644,0.086,0.786,0.862,0.853,0.54,0.38,0.298,0.028,0.936,0.95,0.368,0.574,0.356,0.36,0.892,0.814,0.614,0.062,0.1,TRUE,TRUE
"Austria",16,20,3,2,1,-0.908,0.126,-0.524,-0.43,-0.472,-0.965,-0.757,-0.435,0.42,0.604,1,0.074,0.954,0.906,0.92,1,0.998,0.954,0.106,0.012,0,0.36,0.148,0.258,0.206,0,0.002,0.074,0.198,0.038,TRUE,TRUE
"Belgium",16,20,4,4,0,-0.831,0.078,-0.488,-0.247,-0.247,-0.835,-0.77,-0.505,0.233,0.116,1,0.168,0.882,0.718,0.706,1,1,0.992,0.298,0.37,0.008,0.48,0.25,0.586,0.601,0,0,0.02,0.556,0.82,TRUE,TRUE
"Bulgaria",16,20,1,1,1,0.511,-0.156,0.956,0.956,0.956,-0.956,0.867,0.956,-0.911,-0.733,0.46,0.682,0.022,0.018,0.011,0.99,0.056,0.018,0.974,0.846,0.57,0.6,0.032,0.03,0.021,0.088,0.1,0.038,0.104,0.234,TRUE,TRUE
"Croatia",16,20,1,1,1,-0.485,-0.545,0.636,0.848,0.848,-1,0.848,0.939,-0.758,-0.818,0.878,0.986,0.234,0.058,0.036,1,0.036,0.012,0.9,0.94,0.548,0.02,0.348,0.09,0.065,0.01,0.072,0.028,0.278,0.104,TRUE,TRUE
"Cyprus",16,20,5,3,0,-0.761,0.372,-0.565,-0.349,-0.377,-0.789,-0.613,0.542,0.443,0.403,1,0,0.98,0.884,0.937,0.954,0.984,0.046,0.076,0.054,0,0,0.05,0.302,0.179,0.106,0.036,0.098,0.146,0.114,TRUE,TRUE
"Czechia",16,20,1,5,1,-0.867,-0.023,-0.531,-0.374,-0.393,-0.49,-0.746,-0.638,0.315,-0.013,1,0.434,0.926,0.83,0.838,0.79,0.998,0.986,0.23,0.468,0.002,0.876,0.254,0.436,0.406,0.438,0.002,0.018,0.452,0.976,TRUE,TRUE
"Denmark",16,20,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Estonia",16,20,1,1,0,-0.101,0.307,-0.466,-0.767,-0.767,-0.082,0.349,0.111,0.413,0.598,0.63,0.016,0.822,0.98,0.98,0.508,0.15,0.382,0.246,0.06,0.884,0.128,0.45,0.066,0.062,0.936,0.304,0.764,0.502,0.158,TRUE,TRUE
"Finland",16,20,2,5,1,-0.348,-0.217,-0.123,0.026,0.012,-0.915,0.382,0.744,0.543,0.37,0.82,0.948,0.618,0.518,0.509,1,0.04,0,0.048,0.164,0.446,0.074,0.826,0.964,0.985,0,0.086,0,0.098,0.384,TRUE,TRUE
"France",16,20,2,2,1,-0.252,0.155,-0.744,-0.51,-0.553,-0.31,-0.085,0.05,0.166,-0.109,0.848,0.004,1,0.97,0.974,0.846,0.648,0.376,0.186,0.646,0.344,0.008,0,0.066,0.056,0.3,0.658,0.796,0.396,0.716,TRUE,TRUE
"Germany",16,20,5,3,1,-0.859,-0.036,-0.865,-0.739,-0.739,-0.993,-0.568,0.267,0.381,-0.171,0.996,0.418,0.998,0.986,0.986,1,0.938,0.228,0.24,0.626,0.012,0.826,0.002,0.038,0.038,0,0.142,0.43,0.476,0.72,TRUE,TRUE
"Greece",16,20,1,2,0,-0.841,0.031,0.061,0.144,0.22,-0.918,-0.598,-0.252,-0.166,-0.185,1,0.284,0.45,0.406,0.354,1,0.986,0.83,0.642,0.65,0.002,0.836,0.906,0.792,0.664,0,0.028,0.364,0.718,0.676,TRUE,TRUE
"Hungary",16,20,1,4,1,-0.895,0.105,0.053,0.168,0.164,-0.947,-0.684,-0.421,-0.189,-0.147,1,0.212,0.51,0.454,0.474,0.992,0.952,0.86,0.62,0.544,0.02,0.632,0.948,0.826,0.843,0.024,0.1,0.294,0.856,0.814,TRUE,TRUE
"Ireland",16,20,3,2,0,-0.523,0.121,-0.567,-0.459,-0.464,-0.24,-0.501,-0.434,0.77,0.494,0.922,0.064,0.946,0.878,0.871,0.63,0.976,0.956,0.014,0.086,0.258,0.296,0.178,0.296,0.311,0.716,0.052,0.106,0.022,0.168,TRUE,TRUE
"Italy",16,20,4,4,1,-0.465,0.21,-0.059,0.064,0.066,-0.332,-0.43,-0.281,0.577,0,0.926,0,0.614,0.454,0.452,0.694,0.908,0.812,0.012,0.518,0.196,0.004,0.876,0.88,0.874,0.606,0.192,0.408,0.026,1,TRUE,TRUE
"Latvia",16,20,2,1,1,-0.52,0.064,0.743,0.813,0.828,-0.834,0.52,0.766,0.088,-0.427,0.8,0.286,0.054,0.016,0.004,1,0.018,0,0.464,0.712,0.442,0.76,0.14,0.06,0.036,0,0.024,0,0.912,0.504,TRUE,TRUE
"Lithuania",16,20,1,1,1,-0.673,-0.164,-0.455,-0.236,-0.236,-0.927,0.345,0.455,0.018,0.091,0.934,0.704,0.748,0.61,0.598,0.986,0.23,0.19,0.482,0.36,0.336,0.52,0.572,0.808,0.819,0.048,0.478,0.362,1,0.94,TRUE,TRUE
"Luxembourg",16,20,5,4,1,-0.933,0.218,-0.795,-0.182,-0.182,-0.945,-0.767,-0.078,0.063,0.339,1,0.006,0.998,0.664,0.655,1,1,0.596,0.43,0.124,0,0.016,0.008,0.704,0.717,0.002,0.002,0.814,0.876,0.266,TRUE,TRUE
"Malta",16,20,1,1,1,-0.494,-0.245,-0.667,-0.564,-0.581,-0.804,-0.385,-0.077,-0.684,-0.883,0.842,0.8,0.91,0.818,0.828,0.908,0.808,0.56,0.854,0.974,0.514,0.246,0.26,0.402,0.355,0.156,0.396,0.898,0.286,0.028,TRUE,TRUE
"Netherlands",16,20,1,1,1,-0.308,-0.513,-0.154,-0.103,-0.103,-1,0.59,0.897,-0.333,0.308,0.828,0.998,0.698,0.594,0.592,1,0.134,0.016,0.642,0.226,0.698,0.022,0.862,0.906,0.908,0.006,0.224,0.028,0.732,0.668,TRUE,TRUE
"Poland",16,20,1,1,1,-0.8,-0.147,-0.821,-0.653,-0.653,-0.432,-0.621,-0.305,0.4,0.705,0.982,0.636,0.978,0.898,0.898,0.716,0.924,0.768,0.36,0.052,0.072,0.516,0.06,0.24,0.242,0.658,0.162,0.474,0.648,0.154,TRUE,TRUE
"Portugal",16,20,2,2,0,-0.633,-0.293,-0.293,0.487,0.487,-0.827,-0.273,0,-0.453,0.507,0.95,0.95,0.716,0.246,0.244,0.964,0.786,0.49,0.794,0.132,0.234,0.09,0.672,0.43,0.428,0.078,0.414,1,0.412,0.326,TRUE,TRUE
"Romania",16,20,1,4,1,-0.011,-0.011,0.319,0.297,0.297,-0.934,0.538,0.67,0.143,0.077,0.556,0.434,0.322,0.26,0.271,1,0.022,0.004,0.418,0.41,1,1,0.744,0.712,0.719,0,0.034,0.006,0.81,0.918,TRUE,TRUE
"Slovakia",16,20,1,2,1,-0.862,0.052,-0.684,-0.227,-0.227,-0.911,-0.657,0.758,0.116,-0.274,1,0.264,0.97,0.67,0.666,1,0.992,0.004,0.366,0.698,0,0.778,0.08,0.67,0.68,0.004,0.022,0.006,0.84,0.586,TRUE,TRUE
"Slovenia",16,20,1,1,1,-0.643,0.223,-0.868,-0.47,-0.47,-0.378,-0.311,0.167,0.783,0.301,0.976,0.022,1,0.84,0.827,0.656,0.77,0.296,0.02,0.232,0.116,0.134,0.004,0.392,0.406,0.702,0.42,0.666,0.054,0.542,TRUE,TRUE
"Sweden",16,20,1,3,1,-0.297,-0.187,-0.011,0.692,0.692,-1,0.626,0.978,-0.429,0.187,0.82,0.65,0.676,0.16,0.164,1,0.15,0.014,0.658,0.276,0.76,0.538,1,0.278,0.28,0.05,0.286,0.022,0.69,0.78,TRUE,TRUE
"United Kingdom",16,20,5,2,1,-0.016,0.095,-0.46,-0.503,-0.503,-0.159,0.122,0.206,0.81,-0.651,0.642,0.178,0.834,0.874,0.872,0.55,0.388,0.33,0.038,0.94,0.992,0.568,0.54,0.33,0.332,0.916,0.798,0.658,0.07,0.126,TRUE,TRUE
"Austria",17,20,3,2,1,-0.922,0.117,-0.516,-0.413,-0.458,-0.964,-0.761,-0.464,0.403,0.6,1,0.112,0.958,0.91,0.932,1,1,0.966,0.104,0.006,0,0.426,0.166,0.3,0.23,0,0,0.078,0.226,0.034,TRUE,TRUE
"Belgium",17,20,4,4,0,-0.856,0.143,-0.557,-0.285,-0.286,-0.827,-0.783,-0.517,0.176,0.158,1,0.058,0.922,0.728,0.729,0.998,1,0.992,0.342,0.328,0,0.208,0.19,0.578,0.573,0.002,0,0.012,0.674,0.7,TRUE,TRUE
"Bulgaria",17,20,1,1,1,0.722,-0.278,0.944,0.944,0.944,-0.944,0.833,0.889,-0.889,-0.889,0.238,0.824,0.034,0.032,0.023,0.974,0.08,0.05,0.962,0.974,0.272,0.366,0.042,0.046,0.037,0.138,0.166,0.116,0.142,0.078,TRUE,TRUE
"Croatia",17,20,1,1,1,-0.309,-0.418,0.818,0.855,0.855,-1,0.927,1,-0.709,-0.818,0.842,0.938,0.086,0.046,0.039,1,0.012,0,0.846,0.932,0.698,0.098,0.118,0.082,0.072,0.018,0.026,0.002,0.352,0.11,TRUE,TRUE
"Cyprus",17,20,5,3,0,-0.769,0.414,-0.566,-0.357,-0.366,-0.784,-0.629,0.486,0.471,0.407,0.998,0,0.984,0.912,0.938,0.932,0.978,0.068,0.086,0.062,0.002,0,0.058,0.262,0.188,0.138,0.038,0.148,0.144,0.114,TRUE,TRUE
"Czechia",17,20,1,5,1,-0.849,0.045,-0.557,-0.389,-0.408,-0.465,-0.745,-0.661,0.327,0.03,0.998,0.218,0.958,0.87,0.878,0.746,1,0.994,0.234,0.448,0.008,0.732,0.234,0.446,0.424,0.468,0.008,0.02,0.494,0.948,TRUE,TRUE
"Denmark",17,20,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Estonia",17,20,1,1,0,-0.128,0.293,-0.504,-0.789,-0.789,-0.009,0.094,-0.066,0.464,0.607,0.618,0.024,0.832,0.984,0.984,0.494,0.374,0.586,0.26,0.07,0.864,0.174,0.432,0.038,0.036,0.988,0.75,0.83,0.496,0.176,TRUE,TRUE
"Finland",17,20,2,5,1,-0.385,-0.161,-0.155,-0.058,-0.044,-0.911,0.383,0.718,0.613,0.408,0.852,0.868,0.58,0.48,0.486,1,0.028,0,0.018,0.168,0.428,0.192,0.76,0.918,0.949,0,0.052,0,0.064,0.388,TRUE,TRUE
"France",17,20,2,2,1,-0.272,0.185,-0.765,-0.517,-0.558,-0.296,-0.13,0.005,0.144,-0.139,0.854,0,1,0.964,0.974,0.826,0.776,0.468,0.246,0.696,0.352,0,0,0.056,0.046,0.358,0.466,0.976,0.506,0.604,TRUE,TRUE
"Germany",17,20,5,3,1,-0.806,-0.086,-0.816,-0.749,-0.749,-0.993,-0.562,0.241,0.356,-0.194,0.998,0.554,0.996,0.992,0.992,1,0.92,0.268,0.284,0.626,0.062,0.616,0.038,0.036,0.036,0,0.168,0.538,0.602,0.706,TRUE,TRUE
"Greece",17,20,1,2,0,-0.866,0.132,0.07,0.178,0.253,-0.919,-0.624,-0.275,-0.169,-0.181,1,0.094,0.462,0.398,0.29,0.998,0.996,0.872,0.644,0.636,0.004,0.302,0.906,0.742,0.592,0.002,0.012,0.296,0.72,0.734,TRUE,TRUE
"Hungary",17,20,1,4,1,-0.86,0.123,0.076,0.24,0.24,-0.941,-0.684,-0.298,-0.24,-0.17,0.992,0.162,0.498,0.412,0.438,0.994,0.946,0.792,0.64,0.556,0.048,0.56,0.924,0.768,0.76,0.008,0.112,0.45,0.798,0.81,TRUE,TRUE
"Ireland",17,20,3,2,0,-0.531,0.166,-0.58,-0.479,-0.48,-0.205,-0.531,-0.491,0.77,0.485,0.926,0.042,0.942,0.876,0.871,0.644,0.978,0.968,0.012,0.082,0.232,0.168,0.198,0.304,0.313,0.74,0.05,0.082,0.022,0.194,TRUE,TRUE
"Italy",17,20,4,4,1,-0.499,0.222,-0.062,0.072,0.072,-0.313,-0.45,-0.317,0.581,0.039,0.944,0,0.592,0.414,0.414,0.66,0.92,0.83,0.03,0.454,0.16,0.004,0.86,0.828,0.828,0.656,0.168,0.33,0.052,0.916,TRUE,TRUE
"Latvia",17,20,2,1,1,-0.464,-0.059,0.817,0.856,0.866,-0.828,0.516,0.778,-0.007,-0.399,0.774,0.532,0.018,0.004,0.004,1,0.004,0,0.512,0.704,0.528,0.784,0.056,0.02,0.02,0.002,0.012,0,1,0.57,TRUE,TRUE
"Lithuania",17,20,1,1,1,-0.689,-0.067,-0.511,-0.333,-0.333,-0.911,0.422,0.644,0.156,-0.022,0.972,0.514,0.824,0.702,0.673,0.984,0.222,0.114,0.454,0.462,0.284,0.866,0.476,0.696,0.723,0.074,0.416,0.206,0.878,1,TRUE,TRUE
"Luxembourg",17,20,5,4,1,-0.926,0.218,-0.791,-0.204,-0.204,-0.943,-0.752,-0.101,0.077,0.33,1,0.006,0.996,0.678,0.675,1,1,0.628,0.422,0.15,0,0.008,0.008,0.68,0.673,0,0.004,0.746,0.854,0.332,TRUE,TRUE
"Malta",17,20,1,1,1,-0.424,-0.333,-0.667,-0.424,-0.424,-0.766,-0.303,0.091,-0.727,-0.879,0.872,0.906,0.902,0.734,0.721,0.91,0.73,0.422,0.896,0.98,0.596,0.156,0.27,0.598,0.618,0.164,0.576,0.874,0.234,0.052,TRUE,TRUE
"Netherlands",17,20,1,1,1,-0.303,-0.727,-0.152,-0.242,-0.242,-1,0.758,0.939,-0.242,0.242,0.76,1,0.648,0.636,0.635,1,0.052,0.002,0.612,0.328,0.74,0.002,0.898,0.82,0.819,0.008,0.112,0.014,0.802,0.78,TRUE,TRUE
"Poland",17,20,1,1,1,-0.825,-0.076,-0.801,-0.684,-0.684,-0.415,-0.696,-0.322,0.368,0.626,0.988,0.506,0.956,0.892,0.888,0.638,0.948,0.792,0.344,0.09,0.092,0.736,0.112,0.248,0.252,0.676,0.114,0.446,0.664,0.276,TRUE,TRUE
"Portugal",17,20,2,2,0,-0.652,-0.464,-0.319,0.377,0.377,-0.812,-0.297,0,-0.348,0.471,0.924,0.994,0.674,0.328,0.326,0.95,0.84,0.49,0.674,0.192,0.222,0.006,0.688,0.64,0.655,0.102,0.334,1,0.662,0.43,TRUE,TRUE
"Romania",17,20,1,4,1,-0.103,-0.051,0.333,0.41,0.41,-0.949,0.462,0.59,0.308,0.179,0.594,0.472,0.34,0.216,0.222,1,0.038,0.006,0.346,0.344,0.948,0.898,0.704,0.564,0.573,0,0.088,0.032,0.666,0.83,TRUE,TRUE
"Slovakia",17,20,1,2,1,-0.865,0.109,-0.686,-0.219,-0.219,-0.906,-0.718,0.701,0.094,-0.205,1,0.16,0.954,0.644,0.644,0.996,0.998,0.004,0.456,0.632,0.006,0.474,0.118,0.746,0.754,0.006,0.004,0.012,0.856,0.664,TRUE,TRUE
"Slovenia",17,20,1,1,1,-0.694,0.177,-0.859,-0.468,-0.468,-0.337,-0.339,0.141,0.778,0.379,0.974,0.056,0.998,0.816,0.813,0.626,0.798,0.354,0.044,0.194,0.132,0.264,0.012,0.42,0.423,0.756,0.394,0.696,0.086,0.456,TRUE,TRUE
"Sweden",17,20,1,3,1,-0.231,-0.154,-0.077,0.692,0.692,-1,0.538,0.923,-0.41,0.128,0.752,0.576,0.682,0.184,0.186,1,0.178,0.042,0.678,0.332,0.84,0.618,0.956,0.338,0.34,0.076,0.382,0.096,0.682,0.896,TRUE,TRUE
"United Kingdom",17,20,5,2,1,0.003,0.157,-0.499,-0.55,-0.55,-0.094,0.111,0.208,0.846,-0.687,0.664,0.084,0.862,0.862,0.86,0.52,0.378,0.324,0.022,0.928,1,0.338,0.472,0.328,0.335,0.936,0.796,0.662,0.034,0.122,TRUE,TRUE
"Austria",18,20,3,2,1,-0.916,0.098,-0.519,-0.405,-0.47,-0.962,-0.762,-0.486,0.39,0.589,1,0.13,0.95,0.896,0.924,1,0.998,0.966,0.128,0.022,0,0.52,0.246,0.35,0.276,0,0.002,0.066,0.302,0.068,TRUE,TRUE
"Belgium",18,20,4,4,0,-0.868,0.122,-0.584,-0.31,-0.31,-0.819,-0.777,-0.482,0.148,0.199,1,0.082,0.928,0.748,0.745,0.998,1,0.986,0.366,0.316,0.002,0.31,0.208,0.58,0.589,0.006,0,0.028,0.75,0.666,TRUE,TRUE
"Bulgaria",18,20,1,1,1,0.786,0.143,0.929,0.929,0.929,-0.929,0.929,0.929,-0.714,-0.786,0.238,0.296,0.04,0.04,0.033,0.972,0.046,0.054,0.848,0.88,0.252,0.686,0.076,0.074,0.054,0.168,0.092,0.106,0.408,0.21,TRUE,TRUE
"Croatia",18,20,1,1,1,-0.2,-0.422,0.867,0.867,0.867,-1,0.867,1,-0.822,-0.867,0.794,0.934,0.062,0.044,0.042,1,0.052,0.004,0.916,0.962,0.822,0.126,0.094,0.082,0.075,0.028,0.108,0.016,0.212,0.082,TRUE,TRUE
"Cyprus",18,20,5,3,0,-0.775,0.389,-0.567,-0.365,-0.389,-0.779,-0.648,0.45,0.487,0.405,1,0,0.976,0.9,0.944,0.94,0.98,0.108,0.06,0.072,0.002,0,0.06,0.272,0.168,0.124,0.044,0.19,0.13,0.132,TRUE,TRUE
"Czechia",18,20,1,5,1,-0.872,0.057,-0.568,-0.401,-0.424,-0.444,-0.768,-0.668,0.347,0.089,1,0.24,0.94,0.844,0.854,0.756,0.996,0.984,0.218,0.386,0.004,0.71,0.224,0.428,0.412,0.466,0.008,0.03,0.476,0.842,TRUE,TRUE
"Denmark",18,20,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
"Estonia",18,20,1,1,0,-0.182,0.329,-0.538,-0.809,-0.809,0.074,-0.052,-0.175,0.526,0.686,0.666,0.022,0.85,0.986,0.984,0.462,0.534,0.69,0.224,0.038,0.83,0.11,0.398,0.046,0.046,0.94,0.882,0.586,0.432,0.11,TRUE,TRUE
"Finland",18,20,2,5,1,-0.408,-0.147,-0.21,-0.123,-0.121,-0.906,0.366,0.721,0.655,0.429,0.834,0.78,0.67,0.618,0.611,1,0.048,0,0.036,0.156,0.454,0.26,0.728,0.822,0.833,0,0.11,0,0.076,0.36,TRUE,TRUE
"France",18,20,2,2,1,-0.309,0.218,-0.762,-0.511,-0.551,-0.282,-0.172,-0.041,0.118,-0.171,0.872,0,1,0.968,0.974,0.82,0.846,0.576,0.288,0.726,0.316,0,0.002,0.062,0.054,0.404,0.326,0.836,0.59,0.57,TRUE,TRUE
"Germany",18,20,5,3,1,-0.808,-0.066,-0.788,-0.721,-0.721,-0.992,-0.543,0.244,0.314,-0.136,0.996,0.506,0.99,0.984,0.984,0.998,0.916,0.268,0.312,0.596,0.068,0.72,0.056,0.052,0.054,0.006,0.19,0.49,0.62,0.764,TRUE,TRUE
"Greece",18,20,1,2,0,-0.886,0.06,0.09,0.195,0.278,-0.914,-0.67,-0.33,-0.147,-0.186,1,0.248,0.46,0.406,0.333,1,0.996,0.898,0.618,0.63,0.002,0.696,0.876,0.746,0.61,0,0.01,0.198,0.746,0.688,TRUE,TRUE
"Hungary",18,20,1,4,1,-0.804,0.124,0.124,0.307,0.307,-0.934,-0.608,-0.229,-0.242,-0.19,0.98,0.134,0.476,0.384,0.391,0.986,0.938,0.738,0.59,0.554,0.11,0.48,0.91,0.692,0.714,0.03,0.154,0.594,0.83,0.806,TRUE,TRUE
"Ireland",18,20,3,2,0,-0.548,0.203,-0.594,-0.474,-0.478,-0.168,-0.573,-0.512,0.759,0.493,0.918,0.024,0.948,0.864,0.859,0.614,0.992,0.982,0.028,0.096,0.248,0.126,0.162,0.336,0.349,0.804,0.034,0.054,0.044,0.218,TRUE,TRUE
"Italy",18,20,4,4,1,-0.521,0.241,-0.082,0.062,0.062,-0.294,-0.485,-0.357,0.602,0.076,0.94,0.002,0.63,0.472,0.472,0.66,0.94,0.858,0.018,0.406,0.138,0.002,0.818,0.882,0.876,0.652,0.114,0.268,0.05,0.846,TRUE,TRUE
"Latvia",18,20,2,1,1,-0.397,-0.221,0.824,0.809,0.809,-0.806,0.485,0.75,-0.074,-0.471,0.71,0.828,0.022,0.026,0.027,1,0.008,0,0.536,0.776,0.622,0.246,0.078,0.094,0.086,0.002,0.042,0,0.92,0.444,TRUE,TRUE
"Lithuania",18,20,1,1,1,-0.889,-0.167,-0.556,-0.278,-0.278,-0.889,0.333,0.444,0,-0.111,1,0.674,0.804,0.61,0.591,0.972,0.246,0.18,0.514,0.454,0.096,0.612,0.478,0.77,0.764,0.104,0.528,0.394,1,0.91,TRUE,TRUE
"Luxembourg",18,20,5,4,1,-0.925,0.226,-0.808,-0.211,-0.211,-0.941,-0.752,-0.143,0.082,0.31,1,0.004,0.998,0.674,0.673,1,0.998,0.676,0.454,0.226,0,0.016,0.008,0.69,0.685,0,0.002,0.628,0.876,0.41,TRUE,TRUE
"Malta",18,20,1,1,1,-0.278,-0.315,-0.564,-0.164,-0.164,-0.755,-0.164,0.236,-0.881,-0.945,0.764,0.892,0.816,0.598,0.589,0.918,0.654,0.294,0.944,0.992,0.728,0.15,0.428,0.844,0.857,0.18,0.74,0.62,0.11,0.008,TRUE,TRUE
"Netherlands",18,20,1,1,1,-0.309,-0.382,-0.164,-0.236,-0.236,-1,0.818,1,-0.309,0.309,0.806,0.902,0.698,0.624,0.625,1,0.036,0.002,0.636,0.228,0.752,0.168,0.826,0.788,0.788,0.02,0.088,0.002,0.762,0.72,TRUE,TRUE
"Poland",18,20,1,1,1,-0.765,-0.124,-0.817,-0.621,-0.621,-0.359,-0.699,-0.386,0.386,0.542,0.98,0.62,0.974,0.87,0.865,0.628,0.968,0.822,0.32,0.128,0.174,0.546,0.118,0.318,0.329,0.73,0.074,0.38,0.676,0.372,TRUE,TRUE
"Portugal",18,20,2,2,0,-0.692,-0.233,-0.273,0.455,0.455,-0.794,-0.281,0.028,-0.257,0.462,0.96,0.84,0.662,0.274,0.274,0.958,0.822,0.46,0.648,0.188,0.174,0.252,0.732,0.54,0.541,0.104,0.36,0.948,0.758,0.442,TRUE,TRUE
"Romania",18,20,1,4,1,0.152,-0.273,0.485,0.515,0.515,-0.939,0.424,0.606,0.455,0.091,0.542,0.828,0.278,0.21,0.207,1,0.084,0.018,0.252,0.394,0.906,0.264,0.578,0.48,0.49,0,0.146,0.024,0.428,0.94,TRUE,TRUE
